category,movie_id,year_ceremony,oscar_nominated,oscar_won,bafta_nominated,bafta_won,gg_nominated,gg_won,sag_nominated,sag_won,imdb_rating,rotten_tomatoes,pga_won,dga_won
3,1992845,1992,1,0,0,0,0,0,0,0,7.8,96.0,0,0
3,1992066,1992,1,0,0,0,1,0,0,0,6.8,84.0,0,0
3,1992886,1992,1,0,0,0,1,1,0,0,8.0,84.0,0,0
3,1992392,1992,1,1,0,0,0,0,0,0,8.6,95.0,0,1
3,1992783,1992,1,0,0,0,0,0,0,0,7.6,86.0,0,0
4,1992991,1992,1,0,0,0,0,0,0,0,8.0,95.0,0,0
4,1992066,1992,1,0,0,0,0,0,0,0,6.8,84.0,0,0
4,1992886,1992,1,0,0,0,0,0,0,0,8.0,84.0,0,0
4,1992378,1992,1,0,0,0,0,0,0,0,6.8,68.0,0,0
4,1992392,1992,1,1,1,0,0,0,0,0,8.6,95.0,1,0
1,1993078,1993,1,0,0,0,0,0,0,0,7.5,62.0,0,0
1,1993191,1993,1,0,0,0,0,0,0,0,7.7,89.0,0,0
1,1993263,1993,1,1,0,0,0,0,0,0,8.0,85.0,0,0
1,1993310,1993,1,0,0,0,0,0,0,0,7.2,95.0,0,0
1,1993424,1993,1,0,0,0,0,0,0,0,8.2,96.0,0,0
2,1993553,1993,1,1,0,0,0,0,0,0,7.4,94.0,0,0
2,1993559,1993,1,0,0,0,0,0,0,0,7.0,74.0,0,0
2,1993584,1993,1,0,0,0,0,0,0,0,7.3,93.0,0,0
2,1993586,1993,1,0,0,0,0,0,0,0,6.5,40.0,0,0
2,1993636,1993,1,0,0,0,0,0,0,0,7.3,100.0,0,0
3,1993553,1993,1,0,0,0,1,0,0,0,7.4,94.0,0,0
3,1993263,1993,1,0,0,0,0,0,0,0,8.0,85.0,0,0
3,1993310,1993,1,0,0,0,0,0,0,0,7.2,95.0,0,0
3,1993955,1993,1,0,0,0,0,0,0,0,7.5,97.0,0,0
3,1993424,1993,1,1,0,0,1,1,0,0,8.2,96.0,0,1
4,1993977,1993,1,0,0,0,0,0,0,0,7.7,84.0,0,0
4,1993553,1993,1,0,1,1,0,0,0,0,7.4,94.0,0,0
4,1993263,1993,1,0,0,0,0,0,0,0,8.0,85.0,0,0
4,1993310,1993,1,0,1,0,0,0,0,0,7.2,95.0,1,0
4,1993424,1993,1,1,1,0,0,0,0,0,8.2,96.0,0,0
1,1994160,1994,1,0,0,0,0,0,0,0,8.1,94.0,0,0
1,1994236,1994,1,1,0,0,0,0,0,0,7.7,81.0,0,0
1,1994264,1994,1,0,0,0,0,0,0,0,9.0,98.0,0,0
1,1994382,1994,1,0,0,0,0,0,0,0,7.8,96.0,0,0
1,1994433,1994,1,0,0,0,0,0,0,0,7.3,97.0,0,0
2,1994672,1994,1,0,0,0,0,0,0,0,7.3,100.0,0,0
2,1994678,1994,1,0,0,0,0,0,0,0,6.8,88.0,0,0
2,1994749,1994,1,1,0,0,0,0,0,0,7.5,90.0,0,0
2,1994382,1994,1,0,0,0,0,0,0,0,7.8,96.0,0,0
2,1994433,1994,1,0,0,0,0,0,0,0,7.3,97.0,0,0
3,1994160,1994,1,0,0,0,0,0,0,0,8.1,94.0,0,0
3,1994264,1994,1,1,0,0,1,1,0,0,9.0,98.0,0,1
3,1994918,1994,1,0,0,0,0,0,0,0,7.6,95.0,0,0
3,1994749,1994,1,0,0,0,1,0,0,0,7.5,90.0,0,0
3,1994382,1994,1,0,0,0,0,0,0,0,7.8,96.0,0,0
4,1994160,1994,1,0,0,0,0,0,0,0,8.1,94.0,0,0
4,1994264,1994,1,1,1,1,0,0,0,0,9.0,98.0,1,0
4,1995057,1994,1,0,0,0,0,0,0,0,7.8,96.0,0,0
4,1994749,1994,1,0,1,0,0,0,0,0,7.5,90.0,0,0
4,1994382,1994,1,0,1,0,0,0,0,0,7.8,96.0,0,0
1,1995120,1995,1,1,0,0,0,0,1,1,8.8,75.0,0,0
1,1995223,1995,1,0,0,0,0,0,1,0,7.3,91.0,0,0
1,1995240,1995,1,0,0,0,0,0,1,0,8.9,92.0,0,0
1,1995360,1995,1,0,0,0,0,0,0,0,7.2,93.0,0,0
1,1995391,1995,1,0,0,0,0,0,1,0,9.3,89.0,0,0
2,1995479,1995,1,1,0,0,0,0,1,0,6.4,80.0,0,0
2,1995582,1995,1,0,0,0,0,0,0,0,7.3,92.0,0,0
2,1995620,1995,1,0,0,0,0,0,1,1,6.5,57.0,0,0
2,1995711,1995,1,0,0,0,0,0,1,0,6.7,80.0,0,0
2,1995790,1995,1,0,0,0,0,0,0,0,6.2,36.0,0,0
3,1995849,1995,1,0,0,0,0,0,0,0,7.4,95.0,0,0
3,1995120,1995,1,1,0,0,1,1,0,0,8.8,75.0,0,1
3,1995240,1995,1,0,0,0,1,0,0,0,8.9,92.0,0,0
3,1995911,1995,1,0,0,0,1,0,0,0,7.5,97.0,0,0
3,1995915,1995,1,0,0,0,0,0,0,0,7.0,72.0,0,0
4,1995120,1995,1,1,1,0,0,0,0,0,8.8,75.0,1,0
4,1996010,1995,1,0,1,1,0,0,0,0,7.1,92.0,0,0
4,1995240,1995,1,0,1,0,0,0,0,0,8.9,92.0,0,0
4,1995911,1995,1,0,1,0,0,0,0,0,7.5,97.0,0,0
4,1995391,1995,1,0,0,0,0,0,0,0,9.3,89.0,0,0
1,1996097,1996,1,0,0,0,0,0,1,0,7.5,95.0,0,0
1,1996178,1996,1,1,0,0,0,0,1,1,7.5,91.0,0,0
1,1996208,1996,1,0,0,0,0,0,0,0,7.3,75.0,0,0
1,1996222,1996,1,0,0,0,0,0,1,0,7.1,77.0,0,0
1,1996376,1996,1,0,0,0,0,0,1,0,7.8,94.0,0,0
2,1996498,1996,1,0,0,0,0,0,0,0,8.2,79.0,0,0
2,1996097,1996,1,1,0,0,0,0,1,1,7.5,95.0,0,0
2,1996178,1996,1,0,0,0,0,0,1,0,7.5,91.0,0,0
2,1996671,1996,1,0,0,0,0,0,1,0,7.7,97.0,0,0
2,1996709,1996,1,0,0,0,0,0,1,0,7.6,90.0,0,0
3,1996833,1996,1,0,0,0,0,0,0,0,6.9,97.0,0,0
3,1996846,1996,1,1,0,0,1,1,0,0,8.3,76.0,0,0
3,1996097,1996,1,0,0,0,0,0,0,0,7.5,95.0,0,0
3,1996178,1996,1,0,0,0,1,0,0,0,7.5,91.0,0,0
3,1996376,1996,1,0,0,0,0,0,0,0,7.8,94.0,0,0
4,1996987,1996,1,0,0,0,0,0,0,0,7.7,96.0,1,0
4,1996833,1996,1,0,1,0,0,0,0,0,6.9,97.0,0,0
4,1996846,1996,1,1,0,0,0,0,0,0,8.3,76.0,0,0
4,1996671,1996,1,0,1,1,0,0,0,0,7.7,97.0,0,0
4,1996376,1996,1,0,0,0,0,0,0,0,7.8,94.0,0,0
1,1997167,1997,1,0,0,0,0,0,1,0,7.3,85.0,0,0
1,1997269,1997,1,1,0,0,0,0,1,1,7.6,91.0,0,0
1,1997275,1997,1,0,0,0,0,0,1,0,8.0,97.0,0,0
1,1997318,1997,1,0,0,0,0,0,1,0,7.4,86.0,0,0
1,1997372,1997,1,0,0,0,0,0,1,0,7.3,88.0,0,0
2,1997485,1997,1,0,0,0,0,0,0,0,7.8,85.0,0,0
2,1997533,1997,1,1,0,0,0,0,1,1,8.1,95.0,0,0
2,1997596,1997,1,0,0,0,0,0,1,0,6.7,84.0,0,0
2,1997670,1997,1,0,0,0,0,0,1,0,8.0,96.0,0,0
2,1997318,1997,1,0,0,0,0,0,1,0,7.4,86.0,0,0
3,1997533,1997,1,0,0,0,1,0,0,0,8.1,95.0,0,0
3,1997670,1997,1,0,0,0,0,0,0,0,8.0,96.0,0,0
3,1997269,1997,1,0,0,0,1,0,0,0,7.6,91.0,0,0
3,1997318,1997,1,1,0,0,1,0,0,0,7.4,86.0,0,1
3,1997372,1997,1,0,0,0,0,0,0,0,7.3,88.0,0,0
4,1997533,1997,1,0,1,0,0,0,0,0,8.1,95.0,0,0
4,1997167,1997,1,0,0,0,0,0,0,0,7.3,85.0,0,0
4,1997670,1997,1,0,1,0,0,0,0,0,8.0,96.0,0,0
4,1997269,1997,1,0,1,0,0,0,0,0,7.6,91.0,0,0
4,1997318,1997,1,1,1,1,0,0,0,0,7.4,86.0,1,0
1,1998041,1998,1,1,0,0,0,0,1,1,7.7,86.0,0,0
1,1998137,1998,1,0,0,0,0,0,1,0,8.3,97.0,0,0
1,1998293,1998,1,0,0,0,0,0,1,0,7.2,88.0,0,0
1,1998422,1998,1,0,0,0,0,0,1,0,7.0,94.0,0,0
1,1998429,1998,1,0,0,0,0,0,1,0,7.1,86.0,0,0
2,1998453,1998,1,0,0,0,0,0,0,0,6.0,77.0,0,0
2,1998041,1998,1,1,0,0,0,0,1,1,7.7,86.0,0,0
2,1998612,1998,1,0,0,0,0,0,1,0,7.2,92.0,0,0
2,1998781,1998,1,0,0,0,0,0,1,0,7.1,86.0,0,0
2,1998788,1998,1,0,0,0,0,0,1,0,7.9,88.0,0,0
3,1998137,1998,1,0,0,0,0,0,0,0,8.3,97.0,0,0
3,1998888,1998,1,0,0,0,1,0,0,0,8.2,99.0,0,0
3,1998939,1998,1,0,0,0,0,0,0,0,7.2,96.0,0,0
3,1998960,1998,1,0,0,0,0,0,0,0,7.4,98.0,0,0
3,1998788,1998,1,1,0,0,1,1,0,0,7.9,88.0,0,1
4,1998041,1998,1,0,0,0,0,0,0,0,7.7,86.0,0,0
4,1998137,1998,1,0,0,0,0,0,0,0,8.3,97.0,0,0
4,1998888,1998,1,0,1,0,0,0,0,0,8.2,99.0,0,0
4,1998939,1998,1,0,1,1,0,0,0,0,7.2,96.0,0,0
4,1998788,1998,1,1,1,0,0,0,0,0,7.9,88.0,1,0
1,1999022,1999,1,0,0,0,0,0,1,0,6.9,88.0,0,0
1,1999032,1999,1,0,0,0,0,0,0,0,8.5,84.0,0,0
1,1999132,1999,1,0,0,0,0,0,1,0,7.3,96.0,0,0
1,1999181,1999,1,1,0,0,0,0,1,1,8.6,81.0,0,0
1,1999261,1999,1,0,0,0,0,0,1,0,8.6,94.0,0,0
2,1999500,1999,1,0,0,0,0,0,0,0,8.0,94.0,0,0
2,1999524,1999,1,0,0,0,0,0,1,0,7.4,84.0,0,0
2,1999550,1999,1,0,0,0,0,0,1,0,7.3,88.0,0,0
2,1999631,1999,1,0,0,0,0,0,1,0,6.9,87.0,0,0
2,1999673,1999,1,1,0,0,0,0,1,1,7.1,92.0,0,0
3,1999181,1999,1,0,0,0,0,0,0,0,8.6,81.0,0,0
3,1999261,1999,1,1,0,0,1,1,0,0,8.6,94.0,0,1
3,1999673,1999,1,0,0,0,1,0,0,0,7.1,92.0,0,0
3,1999961,1999,1,0,0,0,0,0,0,0,7.6,80.0,0,0
3,1999965,1999,1,0,0,0,1,0,0,0,8.2,94.0,0,0
4,1999524,1999,1,0,1,0,0,0,0,0,7.4,84.0,0,0
4,1999181,1999,1,0,0,0,0,0,0,0,8.6,81.0,0,0
4,1999261,1999,1,0,1,0,0,0,0,0,8.6,94.0,1,0
4,1999673,1999,1,1,1,1,0,0,0,0,7.1,92.0,0,0
4,1999961,1999,1,0,0,0,0,0,0,0,7.6,80.0,0,0
1,2000031,2000,1,1,0,0,0,0,1,1,8.3,87.0,0,0
1,2000287,2000,1,0,0,0,0,0,0,0,7.2,77.0,0,0
1,2000340,2000,1,0,0,0,0,0,1,0,7.6,83.0,0,0
1,2000345,2000,1,0,0,0,0,0,1,0,7.8,96.0,0,0
1,2000397,2000,1,0,0,0,0,0,0,0,8.0,95.0,0,0
2,2000031,2000,1,0,0,0,0,0,1,1,8.3,87.0,0,0
2,2000483,2000,1,1,0,0,0,0,1,0,7.5,91.0,0,0
2,2000616,2000,1,0,0,0,0,0,1,0,6.7,63.0,0,0
2,2000722,2000,1,0,0,0,0,0,1,0,7.0,67.0,0,0
2,2000794,2000,1,0,0,0,0,0,1,0,6.7,82.0,0,0
3,2000031,2000,1,1,0,0,1,1,0,0,8.3,87.0,0,1
3,2000838,2000,1,0,0,0,0,0,0,0,7.7,94.0,0,0
3,2000933,2000,1,0,0,0,0,0,0,0,7.4,71.0,0,0
3,2000345,2000,1,0,0,0,1,0,0,0,7.8,96.0,0,0
3,2000958,2000,1,0,0,0,0,0,0,0,8.2,86.0,0,0
4,2000031,2000,1,1,1,1,0,0,0,0,8.3,87.0,1,0
4,2000933,2000,1,0,0,0,0,0,0,0,7.4,71.0,0,0
4,2001059,2000,1,0,0,0,0,0,0,0,8.6,79.0,0,0
4,2000345,2000,1,0,0,0,0,0,0,0,7.8,96.0,0,0
4,2000958,2000,1,0,1,0,0,0,0,0,8.2,86.0,0,0
1,2001048,2001,1,0,0,0,0,0,0,0,7.1,74.0,0,0
1,2001074,2001,1,0,0,0,0,0,1,0,7.8,88.0,0,0
1,2001131,2001,1,1,0,0,0,0,1,0,8.5,80.0,0,0
1,2001238,2001,1,0,0,0,0,0,0,0,7.0,79.0,0,0
1,2001242,2001,1,0,0,0,0,0,1,0,7.2,75.0,0,0
2,2001504,2001,1,0,0,0,0,0,1,0,7.2,63.0,0,0
2,2001528,2001,1,1,0,0,0,0,1,1,7.4,85.0,0,0
2,2001657,2001,1,0,0,0,0,0,1,0,8.3,78.0,0,0
2,2001715,2001,1,0,0,0,0,0,1,0,6.9,77.0,0,0
2,2001812,2001,1,0,0,0,0,0,1,0,7.5,95.0,0,0
3,2001839,2001,1,0,0,0,0,0,0,0,7.7,85.0,0,0
3,2001860,2001,1,0,0,0,1,1,0,0,7.9,98.0,0,1
3,2001528,2001,1,0,0,0,1,0,0,0,7.4,85.0,0,0
3,2001131,2001,1,0,0,0,1,0,0,0,8.5,80.0,0,0
3,2001966,2001,1,1,0,0,1,0,0,0,7.6,93.0,0,0
4,2001504,2001,1,0,0,0,0,0,0,0,7.2,63.0,0,0
4,2001860,2001,1,0,0,0,0,0,0,0,7.9,98.0,0,0
4,2001528,2001,1,0,1,0,0,0,0,0,7.4,85.0,0,0
4,2001131,2001,1,1,1,1,0,0,0,0,8.5,80.0,1,0
4,2001966,2001,1,0,0,0,0,0,0,0,7.6,93.0,0,0
1,2002005,2002,1,0,0,0,0,0,1,1,8.2,74.0,0,0
1,2002025,2002,1,0,0,0,0,0,0,0,6.7,69.0,0,0
1,2002154,2002,1,0,0,0,0,0,1,0,7.6,35.0,0,0
1,2002158,2002,1,0,0,0,0,0,1,0,7.4,93.0,0,0
1,2002417,2002,1,1,0,0,0,0,1,0,7.8,74.0,0,0
2,2002486,2002,1,0,0,0,0,0,1,0,6.8,79.0,0,0
2,2002158,2002,1,0,0,0,0,0,1,0,7.4,93.0,0,0
2,2002562,2002,1,0,0,0,0,0,1,0,7.0,79.0,0,0
2,2002605,2002,1,1,0,0,0,0,1,1,7.0,85.0,0,0
2,2002205,2002,1,0,0,0,0,0,0,0,7.6,75.0,0,0
3,2002005,2002,1,1,0,0,1,0,0,0,8.2,74.0,0,1
3,2002841,2002,1,0,0,0,0,0,0,0,7.7,76.0,0,0
3,2002877,2002,1,0,0,0,1,1,0,0,7.2,87.0,0,0
3,2002901,2002,1,0,0,0,0,0,0,0,7.9,84.0,0,0
3,2002952,2002,1,0,0,0,1,0,0,0,8.9,92.0,0,0
4,2002005,2002,1,1,1,0,0,0,0,0,8.2,74.0,0,0
4,2002877,2002,1,0,0,0,0,0,0,0,7.2,87.0,0,0
4,2002158,2002,1,0,0,0,0,0,0,0,7.4,93.0,0,0
4,2002205,2002,1,0,1,0,0,0,0,0,7.6,75.0,1,0
4,2002952,2002,1,0,1,1,0,0,0,0,8.9,92.0,0,0
1,2003018,2003,1,0,0,0,0,0,1,0,7.2,86.0,0,0
1,2003020,2003,1,0,0,0,0,0,1,0,7.7,90.0,0,0
1,2003125,2003,1,0,0,0,0,0,1,1,7.5,72.0,0,0
1,2003374,2003,1,1,0,0,0,0,1,0,8.5,95.0,0,0
1,2003381,2003,1,0,0,0,0,0,0,0,7.0,87.0,0,0
2,2003503,2003,1,0,0,0,0,0,1,1,7.2,87.0,0,0
2,2003532,2003,1,0,0,0,0,0,1,0,7.3,87.0,0,0
2,2003538,2003,1,0,0,0,0,0,1,0,7.3,76.0,0,0
2,2003735,2003,1,1,0,0,0,0,1,0,7.5,80.0,0,0
2,2003797,2003,1,0,0,0,0,0,1,0,6.7,50.0,0,0
3,2003503,2003,1,0,0,0,1,0,0,0,7.2,87.0,0,1
3,2003125,2003,1,0,0,0,1,1,0,0,7.5,72.0,0,0
3,2003926,2003,1,0,0,0,0,0,0,0,7.9,91.0,0,0
3,2003735,2003,1,0,0,0,1,0,0,0,7.5,80.0,0,0
3,2003374,2003,1,1,0,0,0,0,0,0,8.5,95.0,0,0
4,2003503,2003,1,1,1,0,0,0,0,0,7.2,87.0,1,0
4,2003125,2003,1,0,1,0,0,0,0,0,7.5,72.0,0,0
4,2003735,2003,1,0,1,0,0,0,0,0,7.5,80.0,0,0
4,2004064,2003,1,0,1,0,0,0,0,0,8.8,95.0,0,0
4,2003374,2003,1,0,1,1,0,0,0,0,8.5,95.0,0,0
1,2004085,2004,1,0,0,0,0,0,0,0,7.2,70.0,0,0
1,2004151,2004,1,0,0,0,0,0,1,0,7.5,75.0,0,0
1,2004185,2004,1,0,0,0,0,0,1,0,7.7,95.0,0,0
1,2004218,2004,1,1,0,0,0,0,1,0,7.9,89.0,0,0
1,2004237,2004,1,0,0,0,0,0,1,1,8.1,79.0,0,0
2,2004443,2004,1,0,0,0,0,0,1,0,7.6,80.0,0,0
2,2004558,2004,1,0,0,0,0,0,0,0,7.7,90.0,0,0
2,2004604,2004,1,1,0,0,0,0,1,1,7.3,82.0,0,0
2,2004681,2004,1,0,0,0,0,0,1,0,6.7,72.0,0,0
2,2004803,2004,1,0,0,0,0,0,0,0,7.5,91.0,0,0
3,2004853,2004,1,0,0,0,0,0,0,0,8.6,91.0,0,0
3,2004185,2004,1,0,0,0,1,0,0,0,7.7,95.0,0,0
3,2004897,2004,1,0,0,0,1,0,0,0,7.5,85.0,0,0
3,2004218,2004,1,0,0,0,1,0,0,0,7.9,89.0,0,0
3,2004953,2004,1,1,0,0,1,1,0,0,9.0,94.0,0,1
4,2004185,2004,1,0,1,0,0,0,0,0,7.7,95.0,0,0
4,2004897,2004,1,0,1,0,0,0,0,0,7.5,85.0,0,0
4,2004218,2004,1,0,0,0,0,0,0,0,7.9,89.0,0,0
4,2005045,2004,1,0,0,0,0,0,0,0,7.3,78.0,0,0
4,2004953,2004,1,1,1,1,1,1,0,0,9.0,94.0,1,0
